ds,category,y,temp,rain,sentiment_score,day_of_week,month,is_weekend,sentiment_lag_7,is_subscriber,discount
2022-07-02,Continental Seafood,14206.714285714286,23.6,3.4,0.2993371212121212,Saturday,July,1,0.1269230769230769,1,0
2022-07-03,Continental Seafood,14089.0,23.4,4.9,-0.0583333333333333,Sunday,July,1,0.4218344155844156,1,0
2022-07-04,Continental Seafood,14541.42857142857,21.8,11.4,0.521547619047619,Monday,July,0,0.3480769230769231,1,0
2022-07-05,Continental Seafood,14993.857142857143,21.7,10.3,0.3288352272727273,Tuesday,July,0,0.2245580808080808,1,0
2022-07-06,Continental Seafood,15446.285714285714,20.7,3.6,0.1652935606060606,Wednesday,July,0,0.346547619047619,1,0
2022-07-07,Continental Seafood,15898.714285714286,21.1,19.55,0.3436983471074379,Thursday,July,0,0.5819727891156462,1,0
2022-07-08,Continental Seafood,16351.142857142857,21.8,1.4,0.155573593073593,Friday,July,0,-0.0251082251082251,1,0
2022-07-09,Continental Seafood,16803.571428571428,21.2,11.4,0.2228030303030302,Saturday,July,1,0.2993371212121212,1,50
2022-07-10,Continental Seafood,17256.0,21.6,4.1,0.025,Sunday,July,1,-0.0583333333333333,1,10
2022-07-11,Continental Seafood,16324.42857142857,21.3,5.0,0.1831123737373737,Monday,July,0,0.521547619047619,1,0
2022-07-12,Continental Seafood,15392.857142857143,22.5,0.9,0.2177353896103896,Tuesday,July,0,0.3288352272727273,0,0
2022-07-13,Continental Seafood,14461.285714285714,22.1,3.3,0.4901515151515151,Wednesday,July,0,0.1652935606060606,1,0
2022-07-14,Continental Seafood,13529.714285714286,22.5,5.3,0.4683333333333334,Thursday,July,0,0.3436983471074379,1,0
2022-07-15,Continental Seafood,12598.142857142857,22.8,1.7,0.1183333333333333,Friday,July,0,0.155573593073593,0,0
2022-07-16,Continental Seafood,11666.571428571428,22.5,11.35,0.0103650137741046,Saturday,July,1,0.2228030303030302,1,0
2022-07-17,Continental Seafood,10735.0,22.8,5.0,0.3992063492063492,Sunday,July,1,0.025,1,50
2022-07-18,Continental Seafood,10500.285714285714,22.4,5.0,0.0997348484848484,Monday,July,0,0.1831123737373737,1,20
2022-07-19,Continental Seafood,10265.57142857143,23.4,1.8,0.0280952380952381,Tuesday,July,0,0.2177353896103896,1,0
2022-07-20,Continental Seafood,10030.857142857143,23.8,18.6,0.275,Wednesday,July,0,0.4901515151515151,1,0
2022-07-21,Continental Seafood,9796.142857142857,23.8,10.0,0.0257575757575757,Thursday,July,0,0.4683333333333334,0,50
2022-07-22,Continental Seafood,9561.42857142857,23.2,12.9,-0.0265151515151515,Friday,July,0,0.1183333333333333,0,50
2022-07-23,Continental Seafood,9326.714285714286,23.2,1.6,0.036111111111111,Saturday,July,1,0.0103650137741046,0,20
2022-07-24,Continental Seafood,9092.0,22.9,1.7,0.4095238095238095,Sunday,July,1,0.3992063492063492,0,20
2022-07-25,Continental Seafood,9193.857142857143,23.5,0.3,0.511904761904762,Monday,July,0,0.0997348484848484,0,0
2022-07-26,Continental Seafood,9295.714285714286,22.9,2.5,0.4392518939393939,Tuesday,July,0,0.0280952380952381,0,0
2022-07-27,Continental Seafood,9397.57142857143,23.1,11.95,0.2082010582010582,Wednesday,July,0,0.275,0,0
2022-07-28,Continental Seafood,9499.42857142857,23.8,4.9,0.5347348484848485,Thursday,July,0,0.0257575757575757,0,20
2022-07-29,Continental Seafood,9601.285714285714,24.2,6.25,0.3166666666666667,Friday,July,0,-0.0265151515151515,0,0
2022-07-30,Continental Seafood,9703.142857142857,24.1,12.7,0.2869047619047619,Saturday,July,1,0.036111111111111,0,0
2022-07-31,Continental Seafood,9805.0,24.2,16.15,0.3928571428571428,Sunday,July,1,0.4095238095238095,0,0
2022-08-01,Continental Seafood,9399.285714285714,23.8,39.6,0.1513888888888889,Monday,August,0,0.511904761904762,0,0
2022-08-02,Continental Seafood,8993.57142857143,23.3,25.0,0.3043044077134986,Tuesday,August,0,0.4392518939393939,1,0
2022-08-03,Continental Seafood,8587.857142857143,22.9,22.8,0.2652930402930403,Wednesday,August,0,0.2082010582010582,1,20
2022-08-04,Continental Seafood,8182.142857142857,21.5,17.6,0.2972222222222222,Thursday,August,0,0.5347348484848485,0,50
2022-08-05,Continental Seafood,7776.428571428572,21.8,24.2,0.30578231292517,Friday,August,0,0.3166666666666667,0,0
2022-08-06,Continental Seafood,7370.714285714286,21.8,5.2,0.3722222222222222,Saturday,August,1,0.2869047619047619,1,0
2022-08-07,Continental Seafood,6965.0,21.7,5.2,-0.0020833333333333,Sunday,August,1,0.3928571428571428,1,0
2022-08-08,Continental Seafood,6874.714285714285,22.2,3.7,0.3947916666666666,Monday,August,0,0.1513888888888889,1,0
2022-08-09,Continental Seafood,6784.428571428572,21.9,0.9,0.1791666666666666,Tuesday,August,0,0.3043044077134986,1,0
2022-08-10,Continental Seafood,6694.142857142857,22.2,2.5,-0.0533333333333333,Wednesday,August,0,0.2652930402930403,0,0
2022-08-11,Continental Seafood,6603.857142857143,22.8,1.7,0.2108901515151515,Thursday,August,0,0.2972222222222222,1,0
2022-08-12,Continental Seafood,6513.571428571428,23.0,1.0,0.1994696969696969,Friday,August,0,0.30578231292517,0,0
2022-08-13,Continental Seafood,6423.285714285714,22.8,0.5,0.1996212121212121,Saturday,August,1,0.3722222222222222,0,0
2022-08-14,Continental Seafood,6333.0,21.9,0.0,0.25,Sunday,August,1,-0.0020833333333333,0,0
2022-08-15,Continental Seafood,6288.142857142857,23.2,0.0,0.0833333333333333,Monday,August,0,0.3947916666666666,0,0
2022-08-16,Continental Seafood,6243.285714285715,23.9,0.3,0.0951704545454545,Tuesday,August,0,0.1791666666666666,0,50
2022-08-17,Continental Seafood,6198.428571428572,24.5,0.2,0.0693121693121693,Wednesday,August,0,-0.0533333333333333,1,10
2022-08-18,Continental Seafood,6153.571428571428,24.4,0.9,0.3222222222222222,Thursday,August,0,0.2108901515151515,0,0
2022-08-19,Continental Seafood,6108.714285714285,24.1,0.3,0.4602272727272727,Friday,August,0,0.1994696969696969,1,20
2022-08-20,Continental Seafood,6063.857142857143,23.7,0.3,0.0707096474953617,Saturday,August,1,0.1996212121212121,0,0
2022-08-21,Continental Seafood,6019.0,22.8,3.6,0.2601190476190476,Sunday,August,1,0.25,0,10
2022-08-22,Continental Seafood,6018.571428571428,22.8,4.4,0.4952380952380952,Monday,August,0,0.0833333333333333,0,10
2022-08-23,Continental Seafood,6018.142857142857,22.5,3.2,0.0892857142857142,Tuesday,August,0,0.0951704545454545,1,10
2022-08-24,Continental Seafood,6017.714285714285,22.3,8.0,0.2937312687312687,Wednesday,August,0,0.0693121693121693,0,20
2022-08-25,Continental Seafood,6017.285714285715,22.1,11.8,0.1333333333333333,Thursday,August,0,0.3222222222222222,1,0
2022-08-26,Continental Seafood,6016.857142857143,22.5,21.4,0.0096074380165289,Friday,August,0,0.4602272727272727,1,0
2022-08-27,Continental Seafood,6016.428571428572,22.2,16.7,0.0534013605442176,Saturday,August,1,0.0707096474953617,1,50
2022-08-28,Continental Seafood,6016.0,22.5,4.2,0.2773809523809524,Sunday,August,1,0.2601190476190476,1,0
2022-08-29,Continental Seafood,6219.571428571428,22.5,19.9,0.2833333333333333,Monday,August,0,0.4952380952380952,1,0
2022-08-30,Continental Seafood,6423.142857142857,22.8,10.59,0.3333333333333333,Tuesday,August,0,0.0892857142857142,1,20
2022-08-31,Continental Seafood,6626.714285714286,23.5,5.2,0.1976190476190476,Wednesday,August,0,0.2937312687312687,1,0
2022-09-01,Continental Seafood,6830.285714285715,23.0,12.5,0.2333333333333333,Thursday,September,0,0.1333333333333333,1,0
2022-09-02,Continental Seafood,7033.857142857143,23.6,1.4,0.24,Friday,September,0,0.0096074380165289,1,0
2022-09-03,Continental Seafood,7237.428571428572,23.6,1.6,0.3036421911421911,Saturday,September,1,0.0534013605442176,0,10
2022-09-04,Continental Seafood,7441.0,24.0,11.8,0.2225965007215007,Sunday,September,1,0.2773809523809524,0,0
2022-09-05,Continental Seafood,7359.714285714285,23.1,5.8,0.0095238095238095,Monday,September,0,0.2833333333333333,1,20
2022-09-06,Continental Seafood,7278.428571428572,22.6,14.7,0.3023508898508898,Tuesday,September,0,0.3333333333333333,0,50
2022-09-07,Continental Seafood,7197.142857142857,23.2,8.1,0.5091269841269841,Wednesday,September,0,0.1976190476190476,1,0
2022-09-08,Continental Seafood,7115.857142857143,22.0,7.3,0.4842261904761905,Thursday,September,0,0.2333333333333333,1,50
2022-09-09,Continental Seafood,7034.571428571428,21.6,3.0,0.72,Friday,September,0,0.24,1,0
2022-09-10,Continental Seafood,6953.285714285714,22.2,8.9,0.2896825396825397,Saturday,September,1,0.3036421911421911,1,0
2022-09-11,Continental Seafood,6872.0,22.6,2.6,0.6301136363636364,Sunday,September,1,0.2225965007215007,1,0
2022-09-12,Continental Seafood,11621.0,22.8,0.8,0.1453703703703703,Monday,September,0,0.0095238095238095,1,0
2022-09-13,Continental Seafood,16370.0,22.5,1.2,0.1142857142857142,Tuesday,September,0,0.3023508898508898,0,20
2022-09-14,Continental Seafood,21119.0,22.8,2.55,0.3465435606060606,Wednesday,September,0,0.5091269841269841,0,0
2022-09-15,Continental Seafood,25868.0,22.8,0.8,0.6033333333333333,Thursday,September,0,0.4842261904761905,0,50
2022-09-16,Continental Seafood,30617.0,22.9,0.1,0.2027777777777778,Friday,September,0,0.72,0,0
2022-09-17,Continental Seafood,35366.0,22.8,0.4,0.2700680272108843,Saturday,September,1,0.2896825396825397,1,20
2022-09-18,Continental Seafood,40115.0,23.3,0.4,0.3068114177489178,Sunday,September,1,0.6301136363636364,0,0
2022-09-19,Continental Seafood,40372.857142857145,22.8,0.4,0.094047619047619,Monday,September,0,0.1453703703703703,1,0
2022-09-20,Continental Seafood,40630.71428571428,22.9,0.1,0.2953703703703703,Tuesday,September,0,0.1142857142857142,1,0
2022-09-21,Continental Seafood,40888.57142857143,22.9,0.9,0.1,Wednesday,September,0,0.3465435606060606,1,0
2022-09-22,Continental Seafood,41146.42857142857,22.4,0.0,0.1018939393939393,Thursday,September,0,0.6033333333333333,0,0
2022-09-23,Continental Seafood,41404.28571428572,22.9,0.4,-0.0375,Friday,September,0,0.2027777777777778,0,0
2022-09-24,Continental Seafood,41662.142857142855,23.4,1.6,0.6666666666666666,Saturday,September,1,0.2700680272108843,1,0
2022-09-25,Continental Seafood,41920.0,23.7,0.6,0.2831349206349206,Sunday,September,1,0.3068114177489178,1,0
2022-09-26,Continental Seafood,37025.0,23.5,3.0,0.2719276094276094,Monday,September,0,0.094047619047619,0,0
2022-09-27,Continental Seafood,32130.0,24.0,1.2,0.2569805194805195,Tuesday,September,0,0.2953703703703703,0,0
2022-09-28,Continental Seafood,27235.0,23.7,0.3,0.0936011904761904,Wednesday,September,0,0.1,0,0
2022-09-29,Continental Seafood,22340.0,23.4,0.0,0.3083333333333333,Thursday,September,0,0.1018939393939393,1,0
2022-09-30,Continental Seafood,17445.0,22.1,8.1,-0.0214285714285714,Friday,September,0,-0.0375,1,0
2022-10-01,Continental Seafood,12550.0,20.2,7.5,0.3914256198347107,Saturday,October,1,0.6666666666666666,0,0
2022-10-02,Continental Seafood,7655.0,21.8,0.9,-0.0111111111111111,Sunday,October,1,0.2831349206349206,0,20
2022-10-03,Continental Seafood,7698.0,23.0,0.7,0.5741161616161616,Monday,October,0,0.2719276094276094,1,20
2022-10-04,Continental Seafood,7741.0,23.4,0.2,0.3805555555555555,Tuesday,October,0,0.2569805194805195,1,0
2022-10-05,Continental Seafood,7784.0,23.3,1.2,0.6833333333333333,Wednesday,October,0,0.0936011904761904,1,0
2022-10-06,Continental Seafood,7827.0,22.6,5.5,0.3697811447811447,Thursday,October,0,0.3083333333333333,0,0
2022-10-07,Continental Seafood,7870.0,21.8,1.1,0.3695075757575757,Friday,October,0,-0.0214285714285714,0,0
2022-10-08,Continental Seafood,7913.0,22.1,0.1,0.0761363636363636,Saturday,October,1,0.3914256198347107,0,0
2022-10-09,Continental Seafood,7956.0,22.6,20.35,0.2346153846153846,Sunday,October,1,-0.0111111111111111,1,10
2022-10-10,Continental Seafood,14633.285714285714,22.5,12.95,0.2625,Monday,October,0,0.5741161616161616,0,0
2022-10-11,Continental Seafood,21310.571428571428,22.5,8.1,0.2393939393939393,Tuesday,October,0,0.3805555555555555,1,50
2022-10-12,Continental Seafood,27987.857142857145,22.0,23.6,0.2722222222222222,Wednesday,October,0,0.6833333333333333,1,0
2022-10-13,Continental Seafood,34665.142857142855,22.3,21.9,0.2561363636363636,Thursday,October,0,0.3697811447811447,0,0
2022-10-14,Continental Seafood,41342.42857142857,22.7,9.3,0.1345238095238095,Friday,October,0,0.3695075757575757,1,0
2022-10-15,Continental Seafood,48019.71428571429,23.1,7.8,0.348513986013986,Saturday,October,1,0.0761363636363636,0,0
2022-10-16,Continental Seafood,54697.0,22.7,18.85,0.15,Sunday,October,1,0.2346153846153846,1,0
2022-10-17,Continental Seafood,54018.142857142855,22.6,2.7,0.2869047619047619,Monday,October,0,0.2625,1,0
2022-10-18,Continental Seafood,53339.28571428572,22.2,4.75,0.1166666666666666,Tuesday,October,0,0.2393939393939393,1,0
2022-10-19,Continental Seafood,52660.42857142857,22.5,6.5,0.2904761904761904,Wednesday,October,0,0.2722222222222222,0,0
2022-10-20,Continental Seafood,51981.57142857143,22.6,12.2,0.376017316017316,Thursday,October,0,0.2561363636363636,1,10
2022-10-21,Continental Seafood,51302.71428571428,22.1,2.7,0.2361111111111111,Friday,October,0,0.1345238095238095,0,0
2022-10-22,Continental Seafood,50623.857142857145,22.3,0.0,0.3588383838383838,Saturday,October,1,0.348513986013986,0,0
2022-10-23,Continental Seafood,49945.0,21.5,0.0,0.24004329004329,Sunday,October,1,0.15,1,20
2022-10-24,Continental Seafood,44125.0,20.4,0.0,0.2413352272727272,Monday,October,0,0.2869047619047619,0,10
2022-10-25,Continental Seafood,38305.0,20.3,0.0,0.38,Tuesday,October,0,0.1166666666666666,0,20
2022-10-26,Continental Seafood,32485.0,20.9,0.0,0.2520833333333333,Wednesday,October,0,0.2904761904761904,1,0
2022-10-27,Continental Seafood,26665.0,21.3,0.0,0.5,Thursday,October,0,0.376017316017316,1,10
2022-10-28,Continental Seafood,20845.0,21.9,0.3,0.3023809523809523,Friday,October,0,0.2361111111111111,0,0
2022-10-29,Continental Seafood,15025.0,21.1,1.0,0.0927721088435374,Saturday,October,1,0.3588383838383838,0,0
2022-10-30,Continental Seafood,9205.0,21.5,1.5,0.3416666666666667,Sunday,October,1,0.24004329004329,0,10
2022-10-31,Continental Seafood,9202.0,21.6,0.0,0.5038352272727272,Monday,October,0,0.2413352272727272,0,20
2022-11-01,Continental Seafood,9199.0,20.4,14.0,0.1614285714285714,Tuesday,November,0,0.38,0,0
2022-11-02,Continental Seafood,9196.0,20.2,9.9,0.4266666666666666,Wednesday,November,0,0.2520833333333333,0,0
2022-11-03,Continental Seafood,9193.0,20.8,0.3,0.4489583333333333,Thursday,November,0,0.5,1,0
2022-11-04,Continental Seafood,9190.0,21.7,1.3,0.1480681818181818,Friday,November,0,0.3023809523809523,0,0
2022-11-05,Continental Seafood,9187.0,21.4,0.5,0.07,Saturday,November,1,0.0927721088435374,1,0
2022-11-06,Continental Seafood,9184.0,21.5,0.4,0.1651806526806526,Sunday,November,1,0.3416666666666667,0,0
2022-11-07,Continental Seafood,9041.285714285714,21.7,0.0,-0.1423295454545454,Monday,November,0,0.5038352272727272,1,0
2022-11-08,Continental Seafood,8898.57142857143,21.7,0.0,0.1545454545454545,Tuesday,November,0,0.1614285714285714,0,20
2022-11-09,Continental Seafood,8755.857142857143,21.3,0.0,0.133517316017316,Wednesday,November,0,0.4266666666666666,1,0
2022-11-10,Continental Seafood,8613.142857142857,21.2,0.3,0.2783333333333333,Thursday,November,0,0.4489583333333333,1,0
2022-11-11,Continental Seafood,8470.42857142857,19.1,20.5,0.0795918367346938,Friday,November,0,0.1480681818181818,1,0
2022-11-12,Continental Seafood,8327.714285714286,20.2,3.0,0.121780303030303,Saturday,November,1,0.07,1,0
2022-11-13,Continental Seafood,8185.0,20.5,2.0,0.7329545454545455,Sunday,November,1,0.1651806526806526,1,50
2022-11-14,Continental Seafood,8104.571428571428,21.7,1.5,0.4456349206349206,Monday,November,0,-0.1423295454545454,0,10
2022-11-15,Continental Seafood,8024.142857142857,21.9,1.5,-0.0234036796536796,Tuesday,November,0,0.1545454545454545,1,20
2022-11-16,Continental Seafood,7943.714285714285,21.7,0.0,0.2516666666666666,Wednesday,November,0,0.133517316017316,0,0
2022-11-17,Continental Seafood,7863.285714285715,19.7,0.0,0.3508116883116883,Thursday,November,0,0.2783333333333333,1,20
2022-11-18,Continental Seafood,7782.857142857143,19.0,0.0,0.2462962962962963,Friday,November,0,0.0795918367346938,0,0
2022-11-19,Continental Seafood,7702.428571428572,18.6,0.0,0.0903061224489796,Saturday,November,1,0.121780303030303,0,0
2022-11-20,Continental Seafood,7622.0,18.9,0.0,0.3953914141414141,Sunday,November,1,0.7329545454545455,1,20
2022-11-21,Continental Seafood,17479.285714285714,19.6,0.1,0.3321220446220446,Monday,November,0,0.4456349206349206,0,0
2022-11-22,Continental Seafood,27336.571428571428,19.6,1.8,0.5905681818181818,Tuesday,November,0,-0.0234036796536796,0,0
2022-11-23,Continental Seafood,37193.857142857145,20.3,8.3,0.1444444444444444,Wednesday,November,0,0.2516666666666666,0,0
2022-11-24,Continental Seafood,47051.142857142855,21.8,3.7,0.3067640692640693,Thursday,November,0,0.3508116883116883,0,0
2022-11-25,Continental Seafood,56908.428571428565,21.6,0.4,0.0823347107438016,Friday,November,0,0.2462962962962963,1,0
2022-11-26,Continental Seafood,66765.71428571429,21.6,0.0,0.4581123737373737,Saturday,November,1,0.0903061224489796,1,0
2022-11-27,Continental Seafood,76623.0,22.2,0.8,0.3708333333333333,Sunday,November,1,0.3953914141414141,0,0
2022-11-28,Continental Seafood,74531.28571428571,22.5,0.9,-0.2166666666666666,Monday,November,0,0.3321220446220446,0,0
2022-11-29,Continental Seafood,72439.57142857143,22.4,0.1,0.3083333333333333,Tuesday,November,0,0.5905681818181818,0,0
2022-11-30,Continental Seafood,70347.85714285714,21.0,0.0,0.4,Wednesday,November,0,0.1444444444444444,0,10
2022-12-01,Continental Seafood,68256.14285714286,21.0,0.7,0.1166666666666666,Thursday,December,0,0.3067640692640693,1,50
2022-12-02,Continental Seafood,66164.42857142857,22.7,0.0,0.3581632653061224,Friday,December,0,0.0823347107438016,1,0
2022-12-03,Continental Seafood,64072.71428571429,22.3,0.3,0.5825757575757576,Saturday,December,1,0.4581123737373737,0,0
2022-12-04,Continental Seafood,61981.0,22.5,0.0,0.3633333333333333,Sunday,December,1,0.3708333333333333,0,50
2022-12-05,Continental Seafood,54466.857142857145,22.0,0.0,0.413095238095238,Monday,December,0,-0.2166666666666666,1,0
2022-12-06,Continental Seafood,46952.71428571429,22.1,0.0,0.4904761904761904,Tuesday,December,0,0.3083333333333333,1,0
2022-12-07,Continental Seafood,39438.57142857143,20.2,0.0,0.1839285714285714,Wednesday,December,0,0.4,0,0
2022-12-08,Continental Seafood,31924.42857142857,19.7,0.2,0.0,Thursday,December,0,0.1166666666666666,1,0
2022-12-09,Continental Seafood,24410.28571428572,16.6,4.6,0.3183333333333333,Friday,December,0,0.3581632653061224,1,0
2022-12-10,Continental Seafood,16896.142857142855,16.3,39.25,0.3761904761904762,Saturday,December,1,0.5825757575757576,1,0
2022-12-11,Continental Seafood,9382.0,19.1,4.5,0.547564935064935,Sunday,December,1,0.3633333333333333,0,0
2022-12-12,Continental Seafood,9187.714285714286,20.6,6.5,0.473015873015873,Monday,December,0,0.413095238095238,0,50
2022-12-13,Continental Seafood,8993.42857142857,21.1,8.1,0.0351851851851851,Tuesday,December,0,0.4904761904761904,1,10
2022-12-14,Continental Seafood,8799.142857142857,21.3,0.1,0.5541666666666667,Wednesday,December,0,0.1839285714285714,0,0
2022-12-15,Continental Seafood,8604.857142857143,20.9,0.0,0.3062499999999999,Thursday,December,0,0.0,0,20
2022-12-16,Continental Seafood,8410.57142857143,20.1,0.0,0.5124149659863946,Friday,December,0,0.3183333333333333,1,0
2022-12-17,Continental Seafood,8216.285714285714,20.7,0.0,0.3675,Saturday,December,1,0.3761904761904762,1,0
2022-12-18,Continental Seafood,8022.0,20.6,0.0,0.5654761904761905,Sunday,December,1,0.547564935064935,0,0
2022-12-19,Continental Seafood,8364.57142857143,20.7,0.1,0.3622790404040404,Monday,December,0,0.473015873015873,1,10
2022-12-20,Continental Seafood,8707.142857142857,19.9,0.0,0.0591810966810966,Tuesday,December,0,0.0351851851851851,1,0
2022-12-21,Continental Seafood,9049.714285714286,20.4,0.0,0.3790178571428571,Wednesday,December,0,0.5541666666666667,1,0
2022-12-22,Continental Seafood,9392.285714285714,19.9,0.0,0.4066287878787878,Thursday,December,0,0.3062499999999999,0,0
2022-12-23,Continental Seafood,9734.857142857143,20.1,0.0,0.1786955691367456,Friday,December,0,0.5124149659863946,0,0
2022-12-24,Continental Seafood,10077.428571428572,20.0,0.0,0.3507142857142857,Saturday,December,1,0.3675,1,0
2022-12-25,Continental Seafood,10420.0,20.9,1.5,-0.3976190476190476,Sunday,December,1,0.5654761904761905,0,0
2022-12-26,Continental Seafood,10297.285714285714,21.8,0.8,0.3472402597402597,Monday,December,0,0.3622790404040404,0,0
2022-12-27,Continental Seafood,10174.57142857143,21.9,1.4,0.4997023809523809,Tuesday,December,0,0.0591810966810966,0,0
2022-12-28,Continental Seafood,10051.857142857143,22.5,0.0,0.4233333333333333,Wednesday,December,0,0.3790178571428571,1,50
2022-12-29,Continental Seafood,9929.142857142857,22.3,0.0,0.0,Thursday,December,0,0.4066287878787878,0,0
2022-12-30,Continental Seafood,9806.42857142857,21.3,0.0,0.518590121999213,Friday,December,0,0.1786955691367456,1,0
2022-12-31,Continental Seafood,9683.714285714286,21.3,0.0,0.4157407407407407,Saturday,December,1,0.3507142857142857,1,0
2023-01-01,Continental Seafood,9561.0,21.4,0.0,0.559375,Sunday,January,1,-0.3976190476190476,1,10
2023-01-02,Continental Seafood,15980.285714285714,20.9,0.0,0.3491161616161616,Monday,January,0,0.3472402597402597,1,0
2023-01-03,Continental Seafood,22399.571428571428,21.0,0.0,-0.075,Tuesday,January,0,0.4997023809523809,0,0
2023-01-04,Continental Seafood,28818.857142857145,20.5,0.0,0.3545454545454545,Wednesday,January,0,0.4233333333333333,0,0
2023-01-05,Continental Seafood,35238.142857142855,20.2,0.1,0.5567640692640693,Thursday,January,0,0.0,1,0
2023-01-06,Continental Seafood,41657.42857142857,20.5,0.0,0.3841269841269841,Friday,January,0,0.518590121999213,0,50
2023-01-07,Continental Seafood,48076.71428571429,20.5,0.0,0.0555555555555555,Saturday,January,1,0.4157407407407407,0,0
2023-01-08,Continental Seafood,54496.0,21.0,0.0,0.22,Sunday,January,1,0.559375,0,10
2023-01-09,Continental Seafood,49645.0,20.1,0.0,0.3710633116883117,Monday,January,0,0.3491161616161616,0,20
2023-01-10,Continental Seafood,44794.0,19.1,0.0,0.2162247474747475,Tuesday,January,0,-0.075,1,0
2023-01-11,Continental Seafood,39943.0,19.5,0.0,0.0728030303030303,Wednesday,January,0,0.3545454545454545,0,0
2023-01-12,Continental Seafood,35092.0,20.3,0.0,0.1714285714285714,Thursday,January,0,0.5567640692640693,0,0
2023-01-13,Continental Seafood,30241.0,20.6,0.0,0.1392518939393939,Friday,January,0,0.3841269841269841,1,0
2023-01-14,Continental Seafood,25390.0,20.4,0.0,0.24,Saturday,January,1,0.0555555555555555,0,0
2023-01-15,Continental Seafood,20539.0,20.6,0.0,0.3081632653061224,Sunday,January,1,0.22,0,10
2023-01-16,Continental Seafood,18764.714285714286,20.9,0.0,0.5333333333333333,Monday,January,0,0.3710633116883117,0,0
2023-01-17,Continental Seafood,16990.428571428572,20.3,0.0,0.4513888888888889,Tuesday,January,0,0.2162247474747475,1,0
2023-01-18,Continental Seafood,15216.142857142857,20.3,0.0,0.6675925925925925,Wednesday,January,0,0.0728030303030303,1,0
2023-01-19,Continental Seafood,13441.857142857143,20.2,0.0,-0.0224358974358974,Thursday,January,0,0.1714285714285714,0,50
2023-01-20,Continental Seafood,11667.57142857143,20.2,0.0,0.425,Friday,January,0,0.1392518939393939,0,0
2023-01-21,Continental Seafood,9893.285714285714,20.8,0.0,0.6246031746031746,Saturday,January,1,0.24,1,20
2023-01-22,Continental Seafood,8119.0,20.9,0.0,0.2207341269841269,Sunday,January,1,0.3081632653061224,1,0
2023-01-23,Continental Seafood,8612.285714285714,21.2,0.0,0.121780303030303,Monday,January,0,0.5333333333333333,0,0
2023-01-24,Continental Seafood,9105.57142857143,22.1,0.0,0.6829491341991342,Tuesday,January,0,0.4513888888888889,1,10
2023-01-25,Continental Seafood,9598.857142857143,21.5,0.0,0.1854166666666666,Wednesday,January,0,0.6675925925925925,1,10
2023-01-26,Continental Seafood,10092.142857142857,21.3,0.0,0.1947348484848484,Thursday,January,0,-0.0224358974358974,1,20
2023-01-27,Continental Seafood,10585.428571428572,21.6,0.0,0.5833333333333333,Friday,January,0,0.425,1,0
2023-01-28,Continental Seafood,11078.714285714286,20.9,0.0,0.285,Saturday,January,1,0.6246031746031746,0,0
2023-01-29,Continental Seafood,11572.0,21.4,0.0,0.2123737373737373,Sunday,January,1,0.2207341269841269,0,0
2023-01-30,Continental Seafood,12581.42857142857,21.5,2.3,0.3833333333333333,Monday,January,0,0.121780303030303,0,0
2023-01-31,Continental Seafood,13590.857142857143,22.6,0.0,0.2614015151515151,Tuesday,January,0,0.6829491341991342,1,0
2023-02-01,Continental Seafood,14600.285714285714,21.7,0.0,0.4882996632996633,Wednesday,February,0,0.1854166666666666,0,20
2023-02-02,Continental Seafood,15609.714285714286,23.0,0.0,-0.0182539682539682,Thursday,February,0,0.1947348484848484,0,0
2023-02-03,Continental Seafood,16619.142857142855,22.4,0.0,0.4431818181818182,Friday,February,0,0.5833333333333333,1,0
2023-02-04,Continental Seafood,17628.571428571428,23.3,0.0,0.3472537878787879,Saturday,February,1,0.285,1,0
2023-02-05,Continental Seafood,18638.0,23.5,0.0,0.1701704545454545,Sunday,February,1,0.2123737373737373,1,0
2023-02-06,Continental Seafood,17418.714285714286,23.2,0.0,0.1791666666666666,Monday,February,0,0.3833333333333333,0,0
2023-02-07,Continental Seafood,16199.428571428572,23.6,0.0,-0.0476190476190476,Tuesday,February,0,0.2614015151515151,0,0
2023-02-08,Continental Seafood,14980.142857142857,24.4,0.0,0.4074074074074074,Wednesday,February,0,0.4882996632996633,1,0
2023-02-09,Continental Seafood,13760.857142857143,24.0,0.0,0.448611111111111,Thursday,February,0,-0.0182539682539682,0,0
2023-02-10,Continental Seafood,12541.57142857143,23.7,0.0,0.3831845238095238,Friday,February,0,0.4431818181818182,1,0
2023-02-11,Continental Seafood,11322.285714285714,23.7,0.0,0.2534090909090909,Saturday,February,1,0.3472537878787879,0,0
2023-02-12,Continental Seafood,10103.0,24.2,0.0,0.5322843822843824,Sunday,February,1,0.1701704545454545,0,20
2023-02-13,Continental Seafood,10111.42857142857,24.1,0.0,0.3285714285714285,Monday,February,0,0.1791666666666666,0,0
2023-02-14,Continental Seafood,10119.857142857143,23.5,0.0,0.22,Tuesday,February,0,-0.0476190476190476,0,0
2023-02-15,Continental Seafood,10128.285714285714,23.5,0.0,0.4914021164021164,Wednesday,February,0,0.4074074074074074,1,20
2023-02-16,Continental Seafood,10136.714285714286,23.5,0.0,0.2438552188552188,Thursday,February,0,0.448611111111111,0,0
2023-02-17,Continental Seafood,10145.142857142857,23.5,0.0,0.2903409090909091,Friday,February,0,0.3831845238095238,1,0
